transaction_id,amount,payment_method,failure_reason,retry_count,recovery_probability,expected_recovery,action,reason
TXN103827,21986.13,CARD,INSUFFICIENT_FUNDS,1,80.67,17735.48,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN103839,10728.96,UPI,NETWORK_ERROR,2,28.0,3004.11,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN101940,42388.92,CARD,BANK_DECLINE,3,82.67,35041.51,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN101988,46594.61,CARD,LIMIT_EXCEEDED,2,70.0,32616.23,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN102036,46319.45,NETBANKING,LIMIT_EXCEEDED,2,41.33,19145.37,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101749,32398.46,NETBANKING,LIMIT_EXCEEDED,2,28.0,9071.57,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN102767,15091.34,NETBANKING,NETWORK_ERROR,2,53.33,8048.71,RETRY_LATER,"The failure may be temporary, but the recovery probability is moderate."
TXN102445,6737.62,UPI,NETWORK_ERROR,0,38.67,2605.21,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN102266,19175.32,UPI,TIMEOUT,3,16.67,3195.89,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102163,10276.09,CARD,BANK_DECLINE,1,92.0,9454.0,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN101417,45360.48,UPI,INSUFFICIENT_FUNDS,1,73.33,33264.35,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN103659,21862.37,WALLET,BANK_DECLINE,3,43.33,9473.69,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103513,37089.36,NETBANKING,INSUFFICIENT_FUNDS,1,4.67,1730.84,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN103557,35274.14,WALLET,INSUFFICIENT_FUNDS,1,73.33,25867.7,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN103591,20032.89,NETBANKING,BANK_DECLINE,3,4.67,934.87,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103370,15879.02,NETBANKING,LIMIT_EXCEEDED,0,100.0,15879.02,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN100768,34091.66,NETBANKING,BANK_DECLINE,3,79.33,27046.05,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN101499,33499.03,CARD,LIMIT_EXCEEDED,2,11.33,3796.56,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101366,46049.34,NETBANKING,LIMIT_EXCEEDED,2,84.0,38681.45,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101377,28960.2,WALLET,LIMIT_EXCEEDED,2,44.0,12742.49,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101046,16034.5,CARD,LIMIT_EXCEEDED,0,82.0,13148.29,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101086,49161.07,CARD,LIMIT_EXCEEDED,2,27.33,13437.36,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101165,40232.59,WALLET,INSUFFICIENT_FUNDS,1,24.0,9655.82,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN101180,23820.98,CARD,INSUFFICIENT_FUNDS,1,81.33,19374.4,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN101185,16696.55,NETBANKING,BANK_DECLINE,1,82.0,13691.17,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN102072,29971.65,NETBANKING,BANK_DECLINE,3,18.67,5594.71,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100802,15924.39,NETBANKING,LIMIT_EXCEEDED,0,100.0,15924.39,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN100811,27128.21,WALLET,LIMIT_EXCEEDED,2,84.67,22968.55,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN100644,13915.41,CARD,LIMIT_EXCEEDED,0,42.67,5937.24,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN100648,32188.85,CARD,BANK_DECLINE,3,78.67,25321.9,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103217,25626.9,NETBANKING,BANK_DECLINE,3,3.33,854.23,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103257,22042.37,CARD,LIMIT_EXCEEDED,2,32.67,7200.51,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN103269,32828.52,CARD,LIMIT_EXCEEDED,2,15.33,5033.71,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN103320,8664.6,WALLET,TIMEOUT,1,14.67,1270.81,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN102937,15661.35,UPI,BANK_DECLINE,1,79.33,12424.67,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN102998,25450.39,UPI,LIMIT_EXCEEDED,2,32.67,8313.79,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN102845,17381.41,WALLET,BANK_DECLINE,1,78.0,13557.5,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN102851,24319.49,NETBANKING,BANK_DECLINE,3,8.0,1945.56,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102853,27636.41,WALLET,BANK_DECLINE,3,29.33,8106.68,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102872,20882.02,NETBANKING,BANK_DECLINE,3,4.67,974.49,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102735,17819.92,CARD,BANK_DECLINE,1,91.33,16275.53,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN103324,34415.01,CARD,BANK_DECLINE,3,91.33,31432.38,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104518,28725.46,UPI,INSUFFICIENT_FUNDS,1,77.33,22214.36,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN104555,43004.05,CARD,LIMIT_EXCEEDED,2,23.33,10034.28,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN100730,34620.09,CARD,BANK_DECLINE,3,90.67,31388.88,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103160,30711.91,NETBANKING,INSUFFICIENT_FUNDS,1,7.33,2252.21,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN103206,37816.71,CARD,INSUFFICIENT_FUNDS,1,80.0,30253.37,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN103008,48094.75,CARD,BANK_DECLINE,3,33.33,16031.58,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100982,43166.38,CARD,INSUFFICIENT_FUNDS,1,79.33,34245.33,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN101244,21709.9,WALLET,BANK_DECLINE,3,84.67,18381.05,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102221,47387.62,CARD,INSUFFICIENT_FUNDS,1,37.33,17691.38,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN100984,13947.82,WALLET,BANK_DECLINE,1,32.67,4556.29,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN101022,29288.85,CARD,BANK_DECLINE,3,28.67,8396.14,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN101034,13639.29,UPI,TIMEOUT,3,76.67,10456.79,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103076,29368.06,WALLET,LIMIT_EXCEEDED,2,82.0,24081.81,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN102897,38535.66,UPI,INSUFFICIENT_FUNDS,1,17.33,6679.51,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN100062,22661.14,CARD,BANK_DECLINE,3,26.0,5891.9,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100073,21171.5,CARD,BANK_DECLINE,3,18.67,3952.01,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100175,16063.73,NETBANKING,TIMEOUT,3,8.0,1285.1,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100190,10142.15,CARD,NETWORK_ERROR,2,86.67,8789.86,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN100211,40923.38,NETBANKING,BANK_DECLINE,3,97.33,39832.09,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104481,10120.27,UPI,BANK_DECLINE,1,18.0,1821.65,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN100315,38548.18,NETBANKING,INSUFFICIENT_FUNDS,1,2.0,770.96,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN104959,45501.2,CARD,LIMIT_EXCEEDED,2,25.33,11526.97,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN100215,13157.62,UPI,BANK_DECLINE,1,16.0,2105.22,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN100228,24370.01,CARD,LIMIT_EXCEEDED,2,94.67,23070.28,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN104842,12374.78,UPI,BANK_DECLINE,1,14.67,1814.97,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN100230,19878.39,WALLET,BANK_DECLINE,2,82.67,16432.8,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN100138,35349.26,NETBANKING,LIMIT_EXCEEDED,3,6.0,2120.96,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104342,7677.27,UPI,TIMEOUT,2,74.0,5681.18,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN104928,48374.42,UPI,INSUFFICIENT_FUNDS,2,65.33,31604.62,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN100852,18488.66,UPI,NETWORK_ERROR,3,70.0,12942.06,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102901,17002.79,NETBANKING,NETWORK_ERROR,3,54.67,9294.86,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103089,47579.91,WALLET,LIMIT_EXCEEDED,3,11.33,5392.39,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103086,5365.68,WALLET,BANK_DECLINE,0,45.33,2432.44,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN103084,27721.35,CARD,INSUFFICIENT_FUNDS,2,10.0,2772.14,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN103072,17201.01,NETBANKING,NETWORK_ERROR,3,54.67,9403.22,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104893,49205.47,UPI,INSUFFICIENT_FUNDS,2,72.67,35755.97,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN104903,28009.0,NETBANKING,LIMIT_EXCEEDED,3,0.0,0.0,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100185,1732.84,UPI,TIMEOUT,0,87.33,1513.35,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN103286,5019.69,UPI,TIMEOUT,2,75.33,3781.5,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN103304,23445.34,WALLET,LIMIT_EXCEEDED,3,11.33,2657.14,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104586,10481.51,CARD,NETWORK_ERROR,3,22.67,2375.81,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102917,49073.53,WALLET,LIMIT_EXCEEDED,3,14.0,6870.29,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102804,475.65,WALLET,TIMEOUT,0,78.0,371.01,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN102949,43514.86,CARD,INSUFFICIENT_FUNDS,2,5.33,2320.79,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN102820,49768.08,UPI,INSUFFICIENT_FUNDS,2,29.33,14598.64,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN103330,8523.16,NETBANKING,NETWORK_ERROR,1,92.0,7841.31,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN100915,10294.64,UPI,INSUFFICIENT_FUNDS,0,4.0,411.79,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN104593,28859.64,UPI,INSUFFICIENT_FUNDS,2,10.0,2885.96,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN101299,47074.0,UPI,INSUFFICIENT_FUNDS,2,62.67,29499.71,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN103177,43872.61,UPI,LIMIT_EXCEEDED,3,2.0,877.45,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102215,6233.33,UPI,TIMEOUT,2,85.33,5319.11,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN102187,16708.61,UPI,BANK_DECLINE,2,36.0,6015.1,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN101491,25534.47,WALLET,LIMIT_EXCEEDED,3,3.33,851.15,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100995,38773.08,WALLET,INSUFFICIENT_FUNDS,2,84.67,32827.87,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN101084,14714.69,UPI,LIMIT_EXCEEDED,1,11.33,1667.66,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101076,22376.07,NETBANKING,INSUFFICIENT_FUNDS,2,71.33,15961.6,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN101045,15288.88,CARD,NETWORK_ERROR,3,70.67,10804.14,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103336,5976.82,CARD,TIMEOUT,2,39.33,2350.88,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN103420,9437.47,CARD,TIMEOUT,2,80.0,7549.98,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN103462,29748.89,UPI,INSUFFICIENT_FUNDS,2,4.67,1388.28,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN100797,27729.05,UPI,LIMIT_EXCEEDED,3,3.33,924.3,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN101497,28748.6,NETBANKING,LIMIT_EXCEEDED,3,0.0,0.0,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN101178,11709.19,CARD,NETWORK_ERROR,3,21.33,2497.96,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100956,16006.35,CARD,INSUFFICIENT_FUNDS,0,55.33,8856.85,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN101197,37411.89,WALLET,LIMIT_EXCEEDED,3,2.67,997.65,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102078,18741.96,CARD,NETWORK_ERROR,3,84.67,15868.19,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103266,34015.88,WALLET,LIMIT_EXCEEDED,3,6.0,2040.95,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100807,34100.38,CARD,LIMIT_EXCEEDED,3,78.0,26598.3,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100526,24812.29,NETBANKING,INSUFFICIENT_FUNDS,2,86.67,21503.98,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN100534,7794.53,CARD,BANK_DECLINE,0,23.33,1818.72,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN104304,10444.71,WALLET,BANK_DECLINE,2,22.67,2367.47,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN100408,14662.93,WALLET,INSUFFICIENT_FUNDS,0,14.67,2150.56,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN100243,12403.46,CARD,LIMIT_EXCEEDED,1,75.33,9343.94,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101536,14664.88,NETBANKING,BANK_DECLINE,2,4.0,586.6,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN101528,7812.7,UPI,NETWORK_ERROR,1,78.67,6145.99,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN104370,22594.8,NETBANKING,LIMIT_EXCEEDED,3,2.67,602.53,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104411,13039.16,NETBANKING,INSUFFICIENT_FUNDS,0,8.0,1043.13,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN101726,19856.83,UPI,BANK_DECLINE,2,78.0,15488.33,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN104807,41790.04,UPI,INSUFFICIENT_FUNDS,2,6.67,2786.0,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN104441,41120.51,CARD,INSUFFICIENT_FUNDS,2,1.33,548.27,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN102430,19626.2,UPI,INSUFFICIENT_FUNDS,0,0.0,0.0,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN102443,21307.46,CARD,LIMIT_EXCEEDED,3,17.33,3693.29,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104710,10232.82,UPI,NETWORK_ERROR,3,10.0,1023.28,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104976,33843.51,CARD,LIMIT_EXCEEDED,3,28.67,9701.81,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104472,25858.71,WALLET,INSUFFICIENT_FUNDS,2,36.0,9309.14,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN103966,16480.19,UPI,INSUFFICIENT_FUNDS,0,0.67,109.87,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN102492,6907.88,CARD,NETWORK_ERROR,1,92.0,6355.25,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN102465,15900.17,NETBANKING,NETWORK_ERROR,3,50.67,8056.09,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100678,11850.27,CARD,INSUFFICIENT_FUNDS,0,76.67,9085.21,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN102630,19787.81,CARD,LIMIT_EXCEEDED,1,26.67,5276.75,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN100510,14180.2,NETBANKING,LIMIT_EXCEEDED,1,32.67,4632.2,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN100653,26729.22,NETBANKING,INSUFFICIENT_FUNDS,2,86.67,23165.32,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN100659,48354.27,CARD,LIMIT_EXCEEDED,3,8.67,4190.7,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100664,39086.62,NETBANKING,LIMIT_EXCEEDED,3,4.67,1824.04,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN101440,41039.3,CARD,INSUFFICIENT_FUNDS,2,1.33,547.19,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN101432,15000.44,UPI,INSUFFICIENT_FUNDS,0,0.67,100.0,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN101571,9016.42,NETBANKING,TIMEOUT,2,6.0,540.99,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN101838,41068.11,CARD,LIMIT_EXCEEDED,3,24.67,10130.13,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103944,14643.98,UPI,INSUFFICIENT_FUNDS,0,0.67,97.63,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN102123,19411.82,UPI,NETWORK_ERROR,3,22.67,4400.01,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102549,11284.86,WALLET,BANK_DECLINE,2,27.33,3084.53,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN102522,36524.77,WALLET,LIMIT_EXCEEDED,3,2.67,973.99,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102275,42477.64,UPI,INSUFFICIENT_FUNDS,2,8.67,3681.4,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN102262,29438.3,UPI,LIMIT_EXCEEDED,3,3.33,981.28,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN101746,8254.86,NETBANKING,TIMEOUT,2,5.33,440.26,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN101984,22278.25,NETBANKING,LIMIT_EXCEEDED,3,2.0,445.56,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102101,8651.45,NETBANKING,TIMEOUT,2,6.0,519.09,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN101428,45550.34,UPI,LIMIT_EXCEEDED,3,0.67,303.67,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102796,227.08,NETBANKING,TIMEOUT,0,80.0,181.66,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN102349,15123.2,UPI,NETWORK_ERROR,3,26.67,4032.85,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103849,5071.73,WALLET,BANK_DECLINE,0,71.33,3617.83,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN102354,41373.98,CARD,INSUFFICIENT_FUNDS,2,2.67,1103.31,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN103657,40935.89,CARD,INSUFFICIENT_FUNDS,2,0.67,272.91,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN103700,14532.03,NETBANKING,LIMIT_EXCEEDED,1,21.33,3100.17,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN103531,5299.74,NETBANKING,TIMEOUT,2,77.33,4098.47,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN103551,36556.89,WALLET,LIMIT_EXCEEDED,3,2.67,974.85,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103562,37960.69,UPI,LIMIT_EXCEEDED,3,4.0,1518.43,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103583,35392.06,WALLET,LIMIT_EXCEEDED,3,2.0,707.84,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104783,28588.18,WALLET,LIMIT_EXCEEDED,3,2.0,571.76,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100095,19843.54,UPI,BANK_DECLINE,2,78.0,15477.96,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN104227,6016.72,CARD,NETWORK_ERROR,1,88.0,5294.71,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN100521,43319.15,WALLET,LIMIT_EXCEEDED,3,0.0,0.0,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104173,8706.51,NETBANKING,TIMEOUT,2,6.0,522.39,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN100261,18122.97,CARD,BANK_DECLINE,2,80.0,14498.38,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN100273,5770.16,WALLET,TIMEOUT,2,23.33,1346.37,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN104144,12445.07,NETBANKING,BANK_DECLINE,2,2.67,331.87,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN104764,604.15,NETBANKING,TIMEOUT,0,36.67,221.52,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN104741,8793.73,UPI,NETWORK_ERROR,1,46.67,4103.74,RETRY_LATER,"The failure may be temporary, but the recovery probability is moderate."
TXN104692,3099.73,WALLET,TIMEOUT,0,32.67,1012.58,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN101319,36614.29,UPI,INSUFFICIENT_FUNDS,2,3.33,1220.48,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN100350,49034.48,CARD,INSUFFICIENT_FUNDS,2,12.67,6211.03,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN100340,35498.67,UPI,LIMIT_EXCEEDED,3,5.33,1893.26,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104776,46902.25,WALLET,INSUFFICIENT_FUNDS,2,51.33,24076.49,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN104070,35897.75,WALLET,LIMIT_EXCEEDED,3,1.33,478.64,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104178,2699.69,UPI,TIMEOUT,0,90.0,2429.72,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN100882,23429.53,NETBANKING,INSUFFICIENT_FUNDS,3,3.33,780.98,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102649,2244.11,CARD,NETWORK_ERROR,0,40.67,912.6,RETRY_LATER,"The failure may be temporary, but the recovery probability is moderate."
TXN104894,3843.63,UPI,TIMEOUT,1,93.33,3587.39,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN100338,12744.67,UPI,LIMIT_EXCEEDED,2,6.0,764.68,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101467,9403.77,UPI,LIMIT_EXCEEDED,0,22.67,2131.52,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101531,26035.29,NETBANKING,INSUFFICIENT_FUNDS,3,3.33,867.84,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104313,26328.45,UPI,INSUFFICIENT_FUNDS,3,0.67,175.52,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104728,9986.96,CARD,TIMEOUT,3,26.67,2663.19,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104753,19724.59,CARD,BANK_DECLINE,3,17.33,3418.93,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100355,8249.23,CARD,TIMEOUT,3,35.33,2914.73,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103980,42296.39,WALLET,INSUFFICIENT_FUNDS,3,20.67,8741.25,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104049,8080.85,CARD,LIMIT_EXCEEDED,0,16.67,1346.81,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN103946,23454.96,UPI,INSUFFICIENT_FUNDS,3,0.0,0.0,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN101904,12419.67,CARD,INSUFFICIENT_FUNDS,1,26.67,3311.91,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN104156,13195.84,UPI,INSUFFICIENT_FUNDS,1,10.67,1407.56,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN102051,13517.29,UPI,BANK_DECLINE,3,24.67,3334.26,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102211,18502.94,UPI,BANK_DECLINE,3,42.0,7771.23,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100070,3693.63,NETBANKING,NETWORK_ERROR,0,90.67,3348.89,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN104487,10888.0,CARD,BANK_DECLINE,3,80.0,8710.4,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
